stable_sample_id,project_accession,sample_basis,sample_evidence_status,sample_identity_resolution,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,sample_lineage_path,sample_lineage_locator,inclusion_status,species_latin_name,species_common_name,source_family,source_release,record_modality,review_strength,provenance_quality,publication,paper_doi,paper_url,supplementary_source,site_label,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,chronology_strength,chronology_normalization_status,chronology_provenance_path,chronology_provenance_locator,chronology_conflict_note,time_start_bp,time_end_bp,time_mean_bp,dating_basis,inclusion_note
equus_caballus:sample:prjeb31613:cgg_1_018737,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018737,Yenikapi_Tur171_1689,Yenikapi_Tur171_1689,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row262,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1689 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row262,Sample-owned chronology disagrees with the project-level chronology interval.,1689,1689,1689,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018738,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018738,Yenikapi_Tur172_1695,Yenikapi_Tur172_1695,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row263,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1695 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row263,Sample-owned chronology disagrees with the project-level chronology interval.,1695,1695,1695,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018739,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018739,Yenikapi_Tur173_1443,Yenikapi_Tur173_1443,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row264,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1156-1730 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row264,Sample-owned chronology disagrees with the project-level chronology interval.,1156,1730,1443,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018741,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018741,Yenikapi_Tur175_1443,Yenikapi_Tur175_1443,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row265,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1156-1730 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row265,Sample-owned chronology disagrees with the project-level chronology interval.,1156,1730,1443,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018742,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018742,Yenikapi_Tur176_1443,Yenikapi_Tur176_1443,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row266,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1156-1730 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row266,Sample-owned chronology disagrees with the project-level chronology interval.,1156,1730,1443,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018747,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018747,Yenikapi_Tur181_1443,Yenikapi_Tur181_1443,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row267,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1156-1730 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row267,Sample-owned chronology disagrees with the project-level chronology interval.,1156,1730,1443,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018759,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018759,Yenikapi_Tur193_1443,Yenikapi_Tur193_1443,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row270,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1156-1730 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row270,Sample-owned chronology disagrees with the project-level chronology interval.,1156,1730,1443,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018760,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018760,Yenikapi_Tur194_1360,Yenikapi_Tur194_1360,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row271,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1360 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row271,Sample-owned chronology disagrees with the project-level chronology interval.,1360,1360,1360,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018795,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018795,Yenikapi_Tur229_1443,Yenikapi_Tur229_1443,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row273,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1156-1730 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row273,Sample-owned chronology disagrees with the project-level chronology interval.,1156,1730,1443,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018809,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018809,Yenikapi_Tur243_1443,Yenikapi_Tur243_1443,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row274,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Yenikapi,Turkey,41.00521,28.95172,41.005209999999998,28.951720000000002,exact,1156-1730 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row274,Sample-owned chronology disagrees with the project-level chronology interval.,1156,1730,1443,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018909,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018909,Khatuu_Kha2_t1_2312,Khatuu_Kha2_t1_2312,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row146,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Khatuu 2,Mongolia,48.583056,88.393528,48.583055999999999,88.393528000000003,exact,2312 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row146,Sample-owned chronology disagrees with the project-level chronology interval.,2312,2312,2312,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018919,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018919,Syrgal_Syr1t1c3_2317,Syrgal_Syr1t1c3_2317,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row206,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Syrgal 1,Mongolia,48.583056,88.393528,48.583055999999999,88.393528000000003,exact,2317 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row206,Sample-owned chronology disagrees with the project-level chronology interval.,2317,2317,2317,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_018920,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_018920,Syrgal_Syr1t1c4_2317,Syrgal_Syr1t1c4_2317,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row207,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Syrgal 1,Mongolia,48.583056,88.393528,48.583055999999999,88.393528000000003,exact,2217-2417 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row207,Sample-owned chronology disagrees with the project-level chronology interval.,2217,2417,2317,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019154,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019154,Kokorevo_Rus3_14450,Kokorevo_Rus3_14450,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row148,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Kokorevo,Russia,53.933,90.933,53.933,90.933000000000007,exact,14450 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row148,Sample-owned chronology disagrees with the project-level chronology interval.,14450,14450,14450,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019160,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019160,ArzhanII_Rus9_2500,ArzhanII_Rus9_2500,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row18,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Arzhan II,Russia,52.0588889,93.6038889,52.058888899999999,93.603888900000001,exact,2500 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row18,Sample-owned chronology disagrees with the project-level chronology interval.,2500,2500,2500,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019162,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019162,ArzhanII_Rus11_2500,ArzhanII_Rus11_2500,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row17,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Arzhan II,Russia,52.0588889,93.6038889,52.058888899999999,93.603888900000001,exact,2500 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row17,Sample-owned chronology disagrees with the project-level chronology interval.,2500,2500,2500,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019164,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019164,Bateni_Rus14_3318,Bateni_Rus14_3318,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row25,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Bateni,Russia,54.6236111,90.945,54.623611099999998,90.944999999999993,exact,3318 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row25,Sample-owned chronology disagrees with the project-level chronology interval.,3318,3318,3318,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019166,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019166,Bateni_Rus16_3350,Bateni_Rus16_3350,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row26,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Bateni,Russia,54.6236111,90.945,54.623611099999998,90.944999999999993,exact,3350 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row26,Sample-owned chronology disagrees with the project-level chronology interval.,3350,3350,3350,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019169,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019169,Balagansk_Rus19_2017,Balagansk_Rus19_2017,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row22,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Balagansk,Russia,47.66666667,8.85,47.666666669999998,8.85,exact,1817-2217 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row22,Sample-owned chronology disagrees with the project-level chronology interval.,1817,2217,2017,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019185,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019185,Oktyabrsky_Rus37_830,Oktyabrsky_Rus37_830,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row174,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Oktyabrsky,Russia,47.9666667,43.6436111,47.966666699999998,43.643611100000001,exact,830 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row174,Sample-owned chronology disagrees with the project-level chronology interval.,830,830,830,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019186,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019186,Oktyabrsky_Rus38_659,Oktyabrsky_Rus38_659,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row175,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Oktyabrsky,Russia,47.9666667,43.6436111,47.966666699999998,43.643611100000001,exact,659 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row175,Sample-owned chronology disagrees with the project-level chronology interval.,659,659,659,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019189,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019189,Sayangorsk_Rus41_2677,Sayangorsk_Rus41_2677,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row195,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Sayangorsk,Russia,53.0966188,91.4164518,53.096618800000002,91.416451800000004,exact,2677 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row195,Sample-owned chronology disagrees with the project-level chronology interval.,2677,2677,2677,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019192,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019192,MerzlyYar_Rus45_23789,MerzlyYar_Rus45_23789,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row166,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Merzly Yar,Russia,53.36333333,95.36277778,53.363333330000003,95.362777780000002,exact,23789 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row166,Sample-owned chronology disagrees with the project-level chronology interval.,23789,23789,23789,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019195,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019195,KrasnayaGorka_Rus48_1446,KrasnayaGorka_Rus48_1446,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row150,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Krasnaya Gorka,Russia,51.53869,94.00885,51.538690000000003,94.008849999999995,exact,1446 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row150,Sample-owned chronology disagrees with the project-level chronology interval.,1446,1446,1446,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019246,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019246,AugustaRaurica_JG160_1817,AugustaRaurica_JG160_1817,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row19,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,Augusta Raurica - Insula 8,Switzerland,47.5331782,7.7220154,47.533178200000002,7.7220154000000001,exact,1717-1917 BP,sample_owned_interval,normalized_interval,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row19,Sample-owned chronology disagrees with the project-level chronology interval.,1717,1917,1817,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
equus_caballus:sample:prjeb31613:cgg_1_019259,PRJEB31613,supplementary_table_sample_label_anchor,direct_table_extracted,final,CGG_1_019259,Chartres_GVA1_1917,Chartres_GVA1_1917,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row91,site_curated,Equus caballus,horse,ENA,PRJEB31613,archive_reads,primary_paper_pinned,manual_curation_only,Tracking Five Millennia of Horse Management with Extensive Ancient Genome Time Series,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,"Chartres, boulevard de la Courtille",France,48.442396,1.494154,48.442396000000002,1.494154,exact,1917 BP,sample_owned_interval,normalized_point,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row91,Sample-owned chronology disagrees with the project-level chronology interval.,1917,1917,1917,mixed_radiocarbon_and_archaeological_context,This locality is backed by direct sample rows recovered from the supplementary table.
