species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text,chronology_dating_basis,chronology_evidence_class,chronology_precision_posture,source_native_tax_id,source_native_scientific_name,taxon_alignment_status,archive_native_experiment_id,source_native_identity_kind,chronology_time_mean_bp
Felis catus,cat,PRJEB81815,prjeb81815:samea120246588,SAMEA120246588,55_Fsl,55_Fsl,55_Fsl,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246588 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row6,ENA identifies SAMEA120246588 as Felis silvestris lybica (tax_id 61377). Exact workbook join 55_Fsl; source chronology: modern.,final,,"Sardinia, Nuoro - around Bitti",Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,61377,Felis silvestris lybica,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246589,SAMEA120246589,66_Fss,66_Fss,66_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246589 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row7,ENA identifies SAMEA120246589 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 66_Fss; source chronology: modern.,final,,Tuscany - Maremma - Bivio Gavorrano,Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246590,SAMEA120246590,78_Fss,78_Fss,78_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246590 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row8,ENA identifies SAMEA120246590 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 78_Fss; source chronology: modern.,final,,Probabilly Sicily,Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246591,SAMEA120246591,79_Fss,79_Fss,79_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246591 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row9,ENA identifies SAMEA120246591 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 79_Fss; source chronology: modern.,final,,"Sicily, monti Nebrodi",Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246592,SAMEA120246592,99_Fss,99_Fss,99_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246592 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row10,ENA identifies SAMEA120246592 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 99_Fss; source chronology: modern.,final,,Tuscany,Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246593,SAMEA120246593,997_Fss,997_Fss,997_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246593 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row11,ENA identifies SAMEA120246593 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 997_Fss; source chronology: modern.,final,,"Rugo Storto, Fanna, PN",Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246594,SAMEA120246594,1294_Fss,1294_Fss,1294_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246594 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row12,ENA identifies SAMEA120246594 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1294_Fss; source chronology: modern.,final,,Umbria - Perugia - Cascia,Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246595,SAMEA120246595,1302_Fss,1302_Fss,1302_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246595 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row13,ENA identifies SAMEA120246595 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1302_Fss; source chronology: modern.,final,,Umbria - Perugia - Vallo di Nera,Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246596,SAMEA120246596,1611_Fss,1611_Fss,1611_Fss,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246596 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row14,ENA identifies SAMEA120246596 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1611_Fss; source chronology: modern.,final,,Parco delle Dolomiti Lucane,Italy,,,modern,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246597,SAMEA120246597,,,SAMEA120246597,archive_identity_with_supplement_conflict,manual_curation_required,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html.gz,sample_accession:SAMEA120246597,ENA identifies SAMEA120246597 as Felis silvestris lybica (tax_id 61377). Supplementary-table join refused: archive and workbook taxonomic suffixes conflict: archive 778_Fsl_chrINT.bam; workbook 778_Fss.,ambiguous,archive and workbook taxonomic suffixes conflict: archive 778_Fsl_chrINT.bam; workbook 778_Fss,,,,,,unknown,unresolved,unresolved,61377,Felis silvestris lybica,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246598,SAMEA120246598,,,SAMEA120246598,archive_identity_with_supplement_conflict,manual_curation_required,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html.gz,sample_accession:SAMEA120246598,ENA identifies SAMEA120246598 as Felis silvestris lybica (tax_id 61377). Supplementary-table join refused: archive and workbook taxonomic suffixes conflict: archive 779_Fsl_chrINT.bam; workbook 779_Fss.,ambiguous,archive and workbook taxonomic suffixes conflict: archive 779_Fsl_chrINT.bam; workbook 779_Fss,,,,,,unknown,unresolved,unresolved,61377,Felis silvestris lybica,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246599,SAMEA120246599,,,SAMEA120246599,archive_identity_with_supplement_conflict,manual_curation_required,data/adna/governance/source_library/projects/PRJEB81815/archive_metadata.html.gz,sample_accession:SAMEA120246599,ENA identifies SAMEA120246599 as Felis silvestris silvestris (tax_id 463207). Supplementary-table join refused: archive and workbook identifiers conflict by zero padding: archive BG5_DpS_AF_chrINT_q1.bam; workbook BG05.,ambiguous,archive and workbook identifiers conflict by zero padding: archive BG5_DpS_AF_chrINT_q1.bam; workbook BG05,,,,,,unknown,unresolved,unresolved,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246600,SAMEA120246600,BG07,BG07,BG07,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246600 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row18,ENA identifies SAMEA120246600 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BG07; source chronology: 20th century.,final,,"village Belene, Svishtov district (с. Белене, Свищовско)",Bulgaria,,,20th century,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
Felis catus,cat,PRJEB81815,prjeb81815:samea120246601,SAMEA120246601,BG16,BG16,BG16,archive_supplement_exact_join,direct_table_extracted,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246601 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row19,ENA identifies SAMEA120246601 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BG16; source chronology: 20th century.,final,,"Pomorie, Forestry station (Поморие, горско стопанство)",Bulgaria,,,20th century,modern_sampling,historical_or_recent_date,broad_period_only,463207,Felis silvestris silvestris,project_species_mismatch,,biological_sample_accession,
