species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_evidence_class,chronology_precision_posture,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Felis catus,cat,PRJEB81815,prjeb81815:samea120246515,ACcat01,archive_supplement_exact_join,direct_table_extracted,final,,10-11 ka (Epigravettian),sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246515 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row3 -> Table_S1!row66,ENA identifies SAMEA120246515 as Felis silvestris silvestris (tax_id 463207). Exact workbook join AC01; source chronology: 10-11 ka (Epigravettian).,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246516,AFcat03,archive_supplement_exact_join,direct_table_extracted,final,,1610-1740 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246516 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row5 -> Table_S1!row68,ENA identifies SAMEA120246516 as Felis catus (tax_id 9685). Exact workbook join AF03; source chronology: 210-340 AD (cal AMS).,normalized_interval,1610,1740,1675,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246517,ASKcat01,archive_supplement_exact_join,direct_table_extracted,final,,9559-9899 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246517 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row6 -> Table_S1!row196,ENA identifies SAMEA120246517 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ASK01; source chronology: 7950BC (95.4%) 7610BC.,normalized_interval,9559,9899,9729,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246518,BAcat02,archive_supplement_exact_join,direct_table_extracted,final,,8189-8379 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246518 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row7 -> Table_S1!row197,ENA identifies SAMEA120246518 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BA02; source chronology: 6430BC (61.9%) 6330BC / 6320BC (33.5%) 6240BC.,normalized_interval,8189,8379,8284,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246519,BAcat03,archive_supplement_exact_join,direct_table_extracted,final,,8039-8339 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246519 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row8 -> Table_S1!row198,ENA identifies SAMEA120246519 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BA03; source chronology: 6390BC (90.0%) 6210BC / 6140BC (5.4%) 6090BC.,normalized_interval,8039,8339,8189,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246520,BHHLcat01,archive_supplement_exact_join,direct_table_extracted,final,,970-1180 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246520 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row10 -> Table_S1!row3,ENA identifies SAMEA120246520 as Felis catus (tax_id 9685). Exact workbook join BHHL01; source chronology: 770AD (95.4%) 980AD.,normalized_interval,970,1180,1075,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246521,BHHLcat03,archive_supplement_exact_join,direct_table_extracted,final,,Roman,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246521 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row12 -> Table_S1!row4,ENA identifies SAMEA120246521 as Felis silvestris silvestris (tax_id 463207). Exact workbook join BHHL03; source chronology: Roman.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246522,BPcat01,archive_supplement_exact_join,direct_table_extracted,final,,930-1060 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246522 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row13 -> Table_S1!row153,ENA identifies SAMEA120246522 as Felis catus (tax_id 9685). Exact workbook join BP01; source chronology: 890AD (32.4%) 930AD / 940AD (63.0%) 1020AD.,normalized_interval,930,1060,995,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246523,BPcat02,archive_supplement_exact_join,direct_table_extracted,final,,910-1050 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246523 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row14 -> Table_S1!row154,ENA identifies SAMEA120246523 as Felis catus (tax_id 9685). Exact workbook join BP02; source chronology: 900AD ( 4.6%) 920AD / 970AD (90.8%) 1040AD.,normalized_interval,910,1050,980,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246524,BPcat03,archive_supplement_exact_join,direct_table_extracted,final,,920-1060 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246524 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row15 -> Table_S1!row155,ENA identifies SAMEA120246524 as Felis catus (tax_id 9685). Exact workbook join BP03; source chronology: 890AD (11.0%) 920AD / 950AD (84.4%) 1030AD.,normalized_interval,920,1060,990,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246525,BREMcat05,archive_supplement_exact_join,direct_table_extracted,final,,320-510 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246525 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row16 -> Table_S1!row44,ENA identifies SAMEA120246525 as Felis catus (tax_id 9685). Exact workbook join BREM05; source chronology: 1440AD (65.0%) 1530AD / 1570AD (30.4%) 1630AD.,normalized_interval,320,510,415,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246526,BREMcat07,archive_supplement_exact_join,direct_table_extracted,final,,16th,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246526 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row17 -> Table_S1!row45,ENA identifies SAMEA120246526 as Felis catus (tax_id 9685). Exact workbook join BREM07; source chronology: 16th.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246527,BRPAcat24,archive_supplement_exact_join,direct_table_extracted,final,,end 14th - 15th cent. AD,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246527 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row18 -> Table_S1!row23,ENA identifies SAMEA120246527 as Felis catus (tax_id 9685). Exact workbook join BRPA24; source chronology: end 14th - 15th cent. AD.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246528,BRPAcat27,archive_supplement_exact_join,direct_table_extracted,final,,end 14th - 15th cent. AD,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246528 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row20 -> Table_S1!row24,ENA identifies SAMEA120246528 as Felis catus (tax_id 9685). Exact workbook join BRPA27; source chronology: end 14th - 15th cent. AD.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246529,CASTcat02,archive_supplement_exact_join,direct_table_extracted,final,,11-12th c AD,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246529 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row22 -> Table_S1!row74,ENA identifies SAMEA120246529 as Felis catus (tax_id 9685). Exact workbook join CAST02; source chronology: 11-12th c AD.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246530,CECcat03,archive_supplement_exact_join,direct_table_extracted,final,,12-13th c AD,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246530 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row23 -> Table_S1!row75,ENA identifies SAMEA120246530 as Felis catus (tax_id 9685). Exact workbook join CEC03; source chronology: 12-13th c AD.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246531,CETcat01,archive_supplement_exact_join,direct_table_extracted,final,,6989-7249 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246531 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row25 -> Table_S1!row186,ENA identifies SAMEA120246531 as Felis silvestris silvestris (tax_id 463207). Exact workbook join CET01; source chronology: 5300BC (9.4%) 5250BC / 5230BC (86.0%) 5040BC (dated twice accidentally).,normalized_interval,6989,7249,7119,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246532,COCcat01,archive_supplement_exact_join,direct_table_extracted,final,,7159-7319 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246532 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row26 -> Table_S1!row76,ENA identifies SAMEA120246532 as Felis silvestris silvestris (tax_id 463207). Exact workbook join COC01; source chronology: 5370BC (95.4%) 5210BC.,normalized_interval,7159,7319,7239,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246533,DHcat06,archive_supplement_exact_join,direct_table_extracted,final,,550-650 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246533 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row28 -> Table_S1!row205,ENA identifies SAMEA120246533 as Felis catus (tax_id 9685). Exact workbook join DH06; source chronology: 1302 (74.8%) 1369calAD / 1380 (20.6%) 1401calAD.,normalized_interval,550,650,600,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246534,DOScat01,archive_supplement_exact_join,direct_table_extracted,final,,9889-10189 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246534 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row31 -> Table_S1!row77,ENA identifies SAMEA120246534 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DOS01; source chronology: 8240BC (95.4%) 7940BC.,normalized_interval,9889,10189,10039,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246535,DOScat03,archive_supplement_exact_join,direct_table_extracted,final,,9449-10449 BP,sample_owned_interval,archaeological_context_date,contextual_interval,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246535 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row33 -> Table_S1!row79,"ENA identifies SAMEA120246535 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DOS03; source chronology: 8,500-7,500 cal BC.",normalized_interval,9449,10449,9949,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246536,DURcat01,archive_supplement_exact_join,direct_table_extracted,final,,6279-6399 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246536 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row34 -> Table_S1!row30,ENA identifies SAMEA120246536 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR01; source chronology: 4450BC (95.4%) 4330BC.,normalized_interval,6279,6399,6339,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246537,DURcat02,archive_supplement_exact_join,direct_table_extracted,final,,6049-6149 BP,sample_owned_interval,archaeological_context_date,contextual_interval,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246537 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row35 -> Table_S1!row31,ENA identifies SAMEA120246537 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR02; source chronology: Aeneolithic 4200-4100 cal BC.,normalized_interval,6049,6149,6099,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246538,DURcat03,archive_supplement_exact_join,direct_table_extracted,final,,6049-6149 BP,sample_owned_interval,archaeological_context_date,contextual_interval,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246538 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row36 -> Table_S1!row32,ENA identifies SAMEA120246538 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR03; source chronology: Aeneolithic 4200-4100 cal BC.,normalized_interval,6049,6149,6099,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246539,DURcat07,archive_supplement_exact_join,direct_table_extracted,final,,6049-6149 BP,sample_owned_interval,archaeological_context_date,contextual_interval,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246539 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row37 -> Table_S1!row34,ENA identifies SAMEA120246539 as Felis silvestris silvestris (tax_id 463207). Exact workbook join DUR07; source chronology: Aeneolithic 4200-4100 cal BC.,normalized_interval,6049,6149,6099,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246540,ECLYcat01,archive_supplement_exact_join,direct_table_extracted,final,,1740-1930 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246540 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row38 -> Table_S1!row43,ENA identifies SAMEA120246540 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ECLY01; source chronology: 20AD (2.1%) 50AD / 60AD (93.3%) 210AD.,normalized_interval,1740,1930,1835,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246541,FLUMcat02,archive_supplement_exact_join,direct_table_extracted,final,,1170-1350 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246541 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row39 -> Table_S1!row81,ENA identifies SAMEA120246541 as Felis catus (tax_id 9685). Exact workbook join FLUM02; source chronology: 600AD (2.7%) 620AD / 630AD (86.2%) 690AD / 740AD ( 6.6%) 780AD.,normalized_interval,1170,1350,1260,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246542,GLCAcat01,archive_supplement_exact_join,direct_table_extracted,final,,5475-5583 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246542 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row41 -> Table_S1!row65,"ENA identifies SAMEA120246542 as Felis silvestris silvestris (tax_id 463207). Exact workbook join GLCA01; source chronology: 4778±24 BP (UBA-45133), 3634-3526  cal BC (Neolithic).",normalized_interval,5475,5583,5529,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246543,GRAcat01,archive_supplement_exact_join,direct_table_extracted,final,,Late 15th-Early 16th cent AD,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246543 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row42 -> Table_S1!row91,ENA identifies SAMEA120246543 as Felis catus (tax_id 9685). Exact workbook join GRA01; source chronology: Late 15th-Early 16th cent AD.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246544,GSAcat01,archive_supplement_exact_join,direct_table_extracted,final,,1999-2289 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246544 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row45 -> Table_S1!row92,ENA identifies SAMEA120246544 as Felis silvestris lybica (tax_id 61377). Exact workbook join GSA01; source chronology: 340BC (3.9%) 320BC / 200BC (91.5%) 50BC.,normalized_interval,1999,2289,2144,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246545,HAIScat01,archive_supplement_exact_join,direct_table_extracted,final,,900-1150 BP,sample_owned_interval,archaeological_context_date,contextual_interval,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246545 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row47 -> Table_S1!row48,ENA identifies SAMEA120246545 as Felis catus (tax_id 9685). Exact workbook join HAIS01; source chronology: 800-1050 AD.,normalized_interval,900,1150,1025,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246546,HAIScat04,archive_supplement_exact_join,direct_table_extracted,final,,900-1150 BP,sample_owned_interval,archaeological_context_date,contextual_interval,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246546 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row48 -> Table_S1!row50,ENA identifies SAMEA120246546 as Felis catus (tax_id 9685). Exact workbook join HAIS04; source chronology: 800-1050 AD.,normalized_interval,900,1150,1025,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246547,HAIScat10,archive_supplement_exact_join,direct_table_extracted,final,,900-1150 BP,sample_owned_interval,archaeological_context_date,contextual_interval,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246547 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row49 -> Table_S1!row51,ENA identifies SAMEA120246547 as Felis catus (tax_id 9685). Exact workbook join HAIS10; source chronology: 800-1050 AD.,normalized_interval,900,1150,1025,archaeological_context,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246548,IRTcat01,archive_supplement_exact_join,direct_table_extracted,final,,1300-1375 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246548 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row51 -> Table_S1!row207,ENA identifies SAMEA120246548 as Felis catus (tax_id 9685). Exact workbook join IRT01; source chronology: 575AD (95.4%) 650AD.,normalized_interval,1300,1375,1338,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246549,KASPcat01,archive_supplement_exact_join,direct_table_extracted,final,,2149-2349 BP,sample_owned_interval,direct_radiocarbon_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246549 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row52 -> Table_S1!row63,ENA identifies SAMEA120246549 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP01; source chronology: 400BC (33.6%) 340BC / 310BC (61.8%) 200BC.,normalized_interval,2149,2349,2249,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246550,KASPcat02,archive_supplement_exact_join,direct_table_extracted,final,,4th-1st cent BC,sample_owned_text_only,archaeological_context_date,broad_period_only,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246550 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row53 -> Table_S1!row64,ENA identifies SAMEA120246550 as Felis silvestris silvestris (tax_id 463207). Exact workbook join KASP02; source chronology: 4th-1st cent BC.,text_only_unparsed,,,,archaeological_context,,Chronology comes from the recovered sample-owned source row.
