species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161037,SAMEA5161037,archive_project_sample_accession_anchor,archive_native,final,,Suberde Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161037 || Sheet1!row498,ENA archive metadata identifies sample SAMEA5161037 as Sus scrofa (tax_id 9823). || AA393 | previous_extraction_code=- | mtdna_accession=- | source=Benjamin Arbuckle | museum_or_sample_code=SUB012 | additional_sample_information=- | location=Suberde Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=7500-7000 cal. BC | source_mean_years_bp=9250 | period=Neolithic | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Suberde Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161038,SAMEA5161038,archive_project_sample_accession_anchor,archive_native,final,,Suberde Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161038 || Sheet1!row500,ENA archive metadata identifies sample SAMEA5161038 as Sus scrofa (tax_id 9823). || AA395 | previous_extraction_code=- | mtdna_accession=- | source=Benjamin Arbuckle | museum_or_sample_code=SUB014 | additional_sample_information=- | location=Suberde Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=7500-7000 cal. BC | source_mean_years_bp=9250 | period=Neolithic | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Suberde Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161039,SAMEA5161039,archive_project_sample_accession_anchor,archive_native,final,,Skagafjordur,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161039 || Sheet1!row2188,ENA archive metadata identifies sample SAMEA5161039 as Sus scrofa (tax_id 9823). || AA400 | previous_extraction_code=- | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SASS '06 Glaumbaer III SASS-06-1000 | additional_sample_information=- | location=Skagafjordur | country=Iceland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=984-1104 cal AD | source_mean_years_bp=1065 | period=Viking Age - Medieval | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Skagafjordur,,,Iceland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161040,SAMEA5161040,archive_project_sample_accession_anchor,archive_native,final,,Skagafjordur,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161040 || Sheet1!row2189,ENA archive metadata identifies sample SAMEA5161040 as Sus scrofa (tax_id 9823). || AA401 | previous_extraction_code=- | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SASS '06 Glaumbaer III SASS-06-1001 | additional_sample_information=- | location=Skagafjordur | country=Iceland | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=984-1104 cal AD | source_mean_years_bp=1065 | period=Viking Age - Medieval | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Skagafjordur,,,Iceland,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161041,SAMEA5161041,archive_project_sample_accession_anchor,archive_native,final,,Schela Cladovei,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161041 || Sheet1!row256,"ENA archive metadata identifies sample SAMEA5161041 as Sus scrofa (tax_id 9823). || AA403 | previous_extraction_code=GL985 | mtdna_accession=- | source=Alexandru Dinu / Clive Bonsall | museum_or_sample_code=SC_2 / Area VI, 1992-6 | additional_sample_information=- | location=Schela Cladovei | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=- | source_mean_years_bp=- | period=Late Mesolithic or Early Neolithic | group=BLW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=unresolved_missing_source_mean | domestication_disposition=excluded_wild",Schela Cladovei,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161042,SAMEA5161042,archive_project_sample_accession_anchor,archive_native,final,,Schela Cladovei,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161042 || Sheet1!row258,"ENA archive metadata identifies sample SAMEA5161042 as Sus scrofa (tax_id 9823). || AA405 | previous_extraction_code=GL988 | mtdna_accession=- | source=Alexandru Dinu / Clive Bonsall | museum_or_sample_code=SC_5 / Area VI, 1992-6, 0.72m | additional_sample_information=- | location=Schela Cladovei | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Late Mesolithic (~9,200-8,300 cal BP, mean age 8750 BP) or Early Neolithic (~8,000-7,600 cal BP, mean age 7800 BP) | source_mean_years_bp=8275 | period=Late Mesolithic | group=BLW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Schela Cladovei,,,Romania,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161043,SAMEA5161043,archive_project_sample_accession_anchor,archive_native,final,,Albertfalva Roman vicus (Budapest),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161043 || Sheet1!row1148,ENA archive metadata identifies sample SAMEA5161043 as Sus scrofa (tax_id 9823). || AA408 | previous_extraction_code=- | mtdna_accession=- | source=Keith Dobney / László Bartosiewicz | museum_or_sample_code=- | additional_sample_information=Albertfalva - Roman vicus | location=Albertfalva Roman vicus (Budapest) | country=Hungary | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=2/3rd cent AD | source_mean_years_bp=1800 | period=- | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Albertfalva Roman vicus (Budapest),,,Hungary,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161044,SAMEA5161044,archive_project_sample_accession_anchor,archive_native,final,,Albertfalva Roman vicus (Budapest),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161044 || Sheet1!row1149,"ENA archive metadata identifies sample SAMEA5161044 as Sus scrofa (tax_id 9823). || AA409 | previous_extraction_code=- | mtdna_accession=- | source=Keith Dobney / László Bartosiewicz | museum_or_sample_code=- | additional_sample_information=Albertfalva - Mortorway 6 / Prehistoric settlement remains, Feature 34, 2002 | location=Albertfalva Roman vicus (Budapest) | country=Hungary | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=2/3rd cent AD | source_mean_years_bp=1800 | period=Roman | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Albertfalva Roman vicus (Budapest),,,Hungary,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161045,SAMEA5161045,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161045 || Sheet1!row2190,"ENA archive metadata identifies sample SAMEA5161045 as Sus scrofa (tax_id 9823). || AA411 | previous_extraction_code=SF010 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=10 UJF 06 UJF-06-88 | additional_sample_information=Context 338, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161046,SAMEA5161046,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161046 || Sheet1!row2191,"ENA archive metadata identifies sample SAMEA5161046 as Sus scrofa (tax_id 9823). || AA412 | previous_extraction_code=SF011 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=11 UJF 06 UJF-06-87 | additional_sample_information=Context 337, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161047,SAMEA5161047,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161047 || Sheet1!row2192,"ENA archive metadata identifies sample SAMEA5161047 as Sus scrofa (tax_id 9823). || AA413 | previous_extraction_code=SF012 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=12 UJF 06 UJF-06-85 | additional_sample_information=Context 337, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161048,SAMEA5161048,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161048 || Sheet1!row2193,"ENA archive metadata identifies sample SAMEA5161048 as Sus scrofa (tax_id 9823). || AA414 | previous_extraction_code=SF013 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=13 UJF 06 UJF-06-86 | additional_sample_information=Context 337, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161049,SAMEA5161049,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161049 || Sheet1!row2194,"ENA archive metadata identifies sample SAMEA5161049 as Sus scrofa (tax_id 9823). || AA415 | previous_extraction_code=SF014 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=14 UJF 06 UJF-03-28 | additional_sample_information=Context 20, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161050,SAMEA5161050,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161050 || Sheet1!row2195,"ENA archive metadata identifies sample SAMEA5161050 as Sus scrofa (tax_id 9823). || AA416 | previous_extraction_code=SF015 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=15 UJF 06 UJF-06-89 | additional_sample_information=Context 339, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161051,SAMEA5161051,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161051 || Sheet1!row2196,ENA archive metadata identifies sample SAMEA5161051 as Sus scrofa (tax_id 9823). || AA417 | previous_extraction_code=SF016 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=16 UJF 06 UJF-03-29 | additional_sample_information=Context 20. UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161052,SAMEA5161052,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161052 || Sheet1!row2197,"ENA archive metadata identifies sample SAMEA5161052 as Sus scrofa (tax_id 9823). || AA418 | previous_extraction_code=SF017 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=17 UJF 06 UJF-06-90 | additional_sample_information=Context 339, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161053,SAMEA5161053,archive_project_sample_accession_anchor,archive_native,final,,Vinča Belo Brdo,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161053 || Sheet1!row2277,"ENA archive metadata identifies sample SAMEA5161053 as Sus scrofa (tax_id 9823). || AA420 | previous_extraction_code=LG051 | mtdna_accession=- | source=Vesna Dimitrijevic | museum_or_sample_code=BEO BB 01/160/1 / SE_BB_01 | additional_sample_information=Vinča Culture | location=Vinča Belo Brdo | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Mid 5th Millennium BC | source_mean_years_bp=6500 | period=Vinča culture, Late Neolithic | group=EUD-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Vinča Belo Brdo,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161054,SAMEA5161054,archive_project_sample_accession_anchor,archive_native,final,,Vinča Belo Brdo,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161054 || Sheet1!row2281,"ENA archive metadata identifies sample SAMEA5161054 as Sus scrofa (tax_id 9823). || AA424 | previous_extraction_code=LG055 | mtdna_accession=- | source=Vesna Dimitrijevic | museum_or_sample_code=BEO BB 15/3 / SE_BB_05 | additional_sample_information=Vinča Culture | location=Vinča Belo Brdo | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Mid 5th Millennium BC | source_mean_years_bp=6500 | period=Vinča culture, Late Neolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Vinča Belo Brdo,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161055,SAMEA5161055,archive_project_sample_accession_anchor,archive_native,final,,Vinča Belo Brdo,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161055 || Sheet1!row2282,"ENA archive metadata identifies sample SAMEA5161055 as Sus scrofa (tax_id 9823). || AA425 | previous_extraction_code=LG056 | mtdna_accession=- | source=Vesna Dimitrijevic | museum_or_sample_code=BEO 4/19/98-V / SE_BB_06 | additional_sample_information=Vinča Culture | location=Vinča Belo Brdo | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Mid 5th Millennium BC | source_mean_years_bp=6500 | period=Vinča culture, Late Neolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Vinča Belo Brdo,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161056,SAMEA5161056,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161056 || Sheet1!row2199,"ENA archive metadata identifies sample SAMEA5161056 as Sus scrofa (tax_id 9823). || AA433 | previous_extraction_code=SF002 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF002 / Ref No. UJF3-04 | additional_sample_information=Context 06, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161057,SAMEA5161057,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161057 || Sheet1!row2203,"ENA archive metadata identifies sample SAMEA5161057 as Sus scrofa (tax_id 9823). || AA437 | previous_extraction_code=SF006 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF006 / Ref No. UJF3-05 | additional_sample_information=Context 06, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161058,SAMEA5161058,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161058 || Sheet1!row2205,"ENA archive metadata identifies sample SAMEA5161058 as Sus scrofa (tax_id 9823). || AA439 | previous_extraction_code=SF008 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF008 / Ref No. UJF2-02 | additional_sample_information=Context 339, UJF Phase 2 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
