species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161104,SAMEA5161104,archive_project_sample_accession_anchor,archive_native,final,,Bercy,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161104 || Sheet1!row349,ENA archive metadata identifies sample SAMEA5161104 as Sus scrofa (tax_id 9823). || AA500 | previous_extraction_code=GL802 | mtdna_accession=- | source=Anne Tresset | museum_or_sample_code=58 | additional_sample_information=- | location=Bercy | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=early 4th Mil BC | source_mean_years_bp=6000 | period=Chasseen | group=EUD-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Bercy,,,France,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161105,SAMEA5161105,archive_project_sample_accession_anchor,archive_native,final,,Bercy,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161105 || Sheet1!row350,ENA archive metadata identifies sample SAMEA5161105 as Sus scrofa (tax_id 9823). || AA501 | previous_extraction_code=GL816 | mtdna_accession=- | source=Anne Tresset | museum_or_sample_code=51 | additional_sample_information=- | location=Bercy | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=early 4th Mil BC | source_mean_years_bp=6000 | period=Chasseen | group=EUD-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Bercy,,,France,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161106,SAMEA5161106,archive_project_sample_accession_anchor,archive_native,final,,Bercy,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161106 || Sheet1!row352,ENA archive metadata identifies sample SAMEA5161106 as Sus scrofa (tax_id 9823). || AA503 | previous_extraction_code=GL831 | mtdna_accession=- | source=Anne Tresset | museum_or_sample_code=50 | additional_sample_information=- | location=Bercy | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=early 4th Mil BC | source_mean_years_bp=6000 | period=Chasseen | group=EUW-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Bercy,,,France,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161107,SAMEA5161107,archive_project_sample_accession_anchor,archive_native,final,,Bercy,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161107 || Sheet1!row354,ENA archive metadata identifies sample SAMEA5161107 as Sus scrofa (tax_id 9823). || AA505 | previous_extraction_code=GL899 | mtdna_accession=- | source=Anne Tresset | museum_or_sample_code=103 | additional_sample_information=- | location=Bercy | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=4000 BC cultural | source_mean_years_bp=6000 | period=Chasseen | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Bercy,,,France,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161108,SAMEA5161108,archive_project_sample_accession_anchor,archive_native,final,,Bercy,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161108 || Sheet1!row355,ENA archive metadata identifies sample SAMEA5161108 as Sus scrofa (tax_id 9823). || AA506 | previous_extraction_code=GL898 | mtdna_accession=- | source=Anne Tresset | museum_or_sample_code=49 | additional_sample_information=- | location=Bercy | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=early 4th Mil BC | source_mean_years_bp=6000 | period=Chasseen | group=EUD-A | zooarch_status=domestic | combined_status=domestic | secondary_zooarch_status=domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_noncanonical_domestication_status,Bercy,,,France,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161109,SAMEA5161109,archive_project_sample_accession_anchor,archive_native,final,,El Portalón (Portalon Cueva Mayor),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161109 || Sheet1!row335,ENA archive metadata identifies sample SAMEA5161109 as Sus scrofa (tax_id 9823). || AA507 | previous_extraction_code=GL1147 | mtdna_accession=- | source=Anders Götherström/ J.M. Carretero/ C. Valdiosera | museum_or_sample_code=PORK1 / ATP CLARK 1 | additional_sample_information=Left Maxillar fragment | location=El Portalón (Portalon Cueva Mayor) | country=Spain | radiocarbon_lab=Beta-491649 | uncalibrated_date=4070 | uncalibrated_error=30 | calibrated_from_bp=4644 | calibrated_to_bp=4500 | source_age=- | source_mean_years_bp=4572 | period=Late Copper Age | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,El Portalón (Portalon Cueva Mayor),,,Spain,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161110,SAMEA5161110,archive_project_sample_accession_anchor,archive_native,final,,El Portalón (Portalon Cueva Mayor),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161110 || Sheet1!row336,ENA archive metadata identifies sample SAMEA5161110 as Sus scrofa (tax_id 9823). || AA511 | previous_extraction_code=GL1151 | mtdna_accession=- | source=Anders Götherström/ J.M. Carretero/ C. Valdiosera | museum_or_sample_code=PORK5 / ATP 03 EXC WIII | additional_sample_information=Right Maxillar fragment | location=El Portalón (Portalon Cueva Mayor) | country=Spain | radiocarbon_lab=Beta-491649 | uncalibrated_date=970 | uncalibrated_error=30 | calibrated_from_bp=934 | calibrated_to_bp=796 | source_age=- | source_mean_years_bp=865 | period=Medieval | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,El Portalón (Portalon Cueva Mayor),,,Spain,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161111,SAMEA5161111,archive_project_sample_accession_anchor,archive_native,final,,El Portalón (Portalon Cueva Mayor),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161111 || Sheet1!row337,ENA archive metadata identifies sample SAMEA5161111 as Sus scrofa (tax_id 9823). || AA512 | previous_extraction_code=GL1152 | mtdna_accession=- | source=Anders Götherström/ J.M. Carretero/ C. Valdiosera | museum_or_sample_code=PORK6 / ATP 04 GP1 F371 | additional_sample_information=Right Maxillar fragment | location=El Portalón (Portalon Cueva Mayor) | country=Spain | radiocarbon_lab=Beta-491653 | uncalibrated_date=3420 | uncalibrated_error=30 | calibrated_from_bp=3725 | calibrated_to_bp=3585 | source_age=- | source_mean_years_bp=3655 | period=Middle Bronze Age | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,El Portalón (Portalon Cueva Mayor),,,Spain,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161112,SAMEA5161112,archive_project_sample_accession_anchor,archive_native,final,,El Portalón (Portalon Cueva Mayor),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161112 || Sheet1!row338,ENA archive metadata identifies sample SAMEA5161112 as Sus scrofa (tax_id 9823). || AA513 | previous_extraction_code=GL1154 | mtdna_accession=- | source=Anders Götherström/ J.M. Carretero/ C. Valdiosera | museum_or_sample_code=PORK7 / ATP 05 EXC W F247 | additional_sample_information=Left Maxillar Fragment | location=El Portalón (Portalon Cueva Mayor) | country=Spain | radiocarbon_lab=Beta-209454 | uncalibrated_date=4630 | uncalibrated_error=30 | calibrated_from_bp=5464 | calibrated_to_bp=5372 | source_age=- | source_mean_years_bp=5418 | period=Late Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,El Portalón (Portalon Cueva Mayor),,,Spain,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161113,SAMEA5161113,archive_project_sample_accession_anchor,archive_native,final,,Çayönü Tepesi,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161113 || Sheet1!row975,ENA archive metadata identifies sample SAMEA5161113 as Sus scrofa (tax_id 9823). || AA514 | previous_extraction_code=GL164 | mtdna_accession=- | source=Hitomi Hongo | museum_or_sample_code=GT84 CT348 / Faunal record number: #2718 | additional_sample_information=Context: 18M 1-3 / Female | location=Çayönü Tepesi | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=7500-6000 cal. BC | source_mean_years_bp=9750 | period=Neolithic but possibly later | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Çayönü Tepesi,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161114,SAMEA5161114,archive_project_sample_accession_anchor,archive_native,final,,Çayönü Tepesi,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161114 || Sheet1!row976,ENA archive metadata identifies sample SAMEA5161114 as Sus scrofa (tax_id 9823). || AA515 | previous_extraction_code=GL166 | mtdna_accession=- | source=Hitomi Hongo | museum_or_sample_code=GT88 CT332 / Faunal record number: #3378 | additional_sample_information=Context: 25L 3-79 | location=Çayönü Tepesi | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=around 7500 cal. BC | source_mean_years_bp=9700 | period=Neolithic but possibly later | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Çayönü Tepesi,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161115,SAMEA5161115,archive_project_sample_accession_anchor,archive_native,final,,Direkli Cave,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161115 || Sheet1!row492,ENA archive metadata identifies sample SAMEA5161115 as Sus scrofa (tax_id 9823). || AA522 | previous_extraction_code=- | mtdna_accession=- | source=Benjamin Arbuckle | museum_or_sample_code=DM2401 | additional_sample_information=- | location=Direkli Cave | country=Turkey | radiocarbon_lab=OxA-34195 | uncalibrated_date=12045 | uncalibrated_error=60 | calibrated_from_bp=14065 | calibrated_to_bp=13753 | source_age=14065-13753 cal. BP OxA-34195 | source_mean_years_bp=13909 | period=Epipaleolithic | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Direkli Cave,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161116,SAMEA5161116,archive_project_sample_accession_anchor,archive_native,final,,Direkli Cave,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161116 || Sheet1!row493,ENA archive metadata identifies sample SAMEA5161116 as Sus scrofa (tax_id 9823). || AA523 | previous_extraction_code=- | mtdna_accession=- | source=Benjamin Arbuckle | museum_or_sample_code=DM2992 | additional_sample_information=- | location=Direkli Cave | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=9500BC | source_mean_years_bp=11500 | period=Epipaleolithic | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Direkli Cave,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161117,SAMEA5161117,archive_project_sample_accession_anchor,archive_native,final,,Direkli Cave,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161117 || Sheet1!row494,ENA archive metadata identifies sample SAMEA5161117 as Sus scrofa (tax_id 9823). || AA524 | previous_extraction_code=- | mtdna_accession=- | source=Benjamin Arbuckle | museum_or_sample_code=DM3757 | additional_sample_information=- | location=Direkli Cave | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=9500BC | source_mean_years_bp=11500 | period=Epipaleolithic | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Direkli Cave,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161118,SAMEA5161118,archive_project_sample_accession_anchor,archive_native,final,,Acemhöyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161118 || Sheet1!row490,"ENA archive metadata identifies sample SAMEA5161118 as Sus scrofa (tax_id 9823). || AA525 | previous_extraction_code=- | mtdna_accession=- | source=Benjamin Arbuckle | museum_or_sample_code=AC13540 | additional_sample_information=- | location=Acemhöyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=2000BC, stratigraphically dated | source_mean_years_bp=4000 | period=Early Bronze Age | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Acemhöyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161119,SAMEA5161119,archive_project_sample_accession_anchor,archive_native,final,,Santa Maria In Selva (Marche),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161119 || Sheet1!row655,ENA archive metadata identifies sample SAMEA5161119 as Sus scrofa (tax_id 9823). || AA629 | previous_extraction_code=- | mtdna_accession=- | source=Domenico Lo Vetro / Lucia Sarti | museum_or_sample_code=FMP_SMS_1341 | additional_sample_information=SMS 2C | location=Santa Maria In Selva (Marche) | country=Italy | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=- | source_mean_years_bp=- | period=Late Neolithic | group=EUU-A | zooarch_status=NA | combined_status=NA | secondary_zooarch_status=NA | published=N | chronology_disposition=unresolved_missing_source_mean | domestication_disposition=excluded_noncanonical_domestication_status,Santa Maria In Selva (Marche),,,Italy,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161120,SAMEA5161120,archive_project_sample_accession_anchor,archive_native,final,,Klimonas,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161120 || Sheet1!row989,"ENA archive metadata identifies sample SAMEA5161120 as Sus scrofa (tax_id 9823). || AL1031 | previous_extraction_code=- | mtdna_accession=- | source=Jean-Denis Vigne / Thomas Cucchi | museum_or_sample_code=KL12-15 | additional_sample_information=- | location=Klimonas | country=Cyprus | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=10,800 cal.BP | source_mean_years_bp=10800 | period=Pre-Pottery Neolithic A | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",Klimonas,,,Cyprus,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161121,SAMEA5161121,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161121 || Sheet1!row628,ENA archive metadata identifies sample SAMEA5161121 as Sus scrofa (tax_id 9823). || AL1062 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=GOM 13/72 / X.54 D004575 | additional_sample_information=Phase 1a | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4900-4800 cal. BC | source_mean_years_bp=6850 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161122,SAMEA5161122,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161122 || Sheet1!row629,"ENA archive metadata identifies sample SAMEA5161122 as Sus scrofa (tax_id 9823). || AL1063 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=GOM 23/84 / X.13 D004574 | additional_sample_information=Pit 1, phase 1ab; 14C date from this context: OxA-21133 5934 +/- 40 (Orton 2012, EJA) | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Indirect date from same pit fill layer 4911-4718 cal. BC (94%) | source_mean_years_bp=6815 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161123,SAMEA5161123,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161123 || Sheet1!row630,"ENA archive metadata identifies sample SAMEA5161123 as Sus scrofa (tax_id 9823). || AL1068 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=GOM 143/77 / X.117 D004578 | additional_sample_information=Pit O, phase 1a | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4900-4800 cal. BC | source_mean_years_bp=6850 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161124,SAMEA5161124,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161124 || Sheet1!row631,"ENA archive metadata identifies sample SAMEA5161124 as Sus scrofa (tax_id 9823). || AL1070 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=GOM 97/77 / X.38 D004576 | additional_sample_information=Pit O, phase 1a | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4900-4800 cal. BC | source_mean_years_bp=6850 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161125,SAMEA5161125,archive_project_sample_accession_anchor,archive_native,final,,Klimonas,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161125 || Sheet1!row990,ENA archive metadata identifies sample SAMEA5161125 as Sus scrofa (tax_id 9823). || AL1072 | previous_extraction_code=- | mtdna_accession=- | source=Jean-Denis Vigne / Thomas Cucchi | museum_or_sample_code=KLI 6 / KLII. St10 US 10.6 | additional_sample_information=Community building | location=Klimonas | country=Cyprus | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=9100-8600 BC | source_mean_years_bp=10850 | period=Pre-Pottery Neolithic A | group=NEW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Klimonas,,,Cyprus,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161126,SAMEA5161126,archive_project_sample_accession_anchor,archive_native,final,,Ulucak Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161126 || Sheet1!row2127,"ENA archive metadata identifies sample SAMEA5161126 as Sus scrofa (tax_id 9823). || AL1102 | previous_extraction_code=- | mtdna_accession=- | source=Özlem Çevik, Canan Çakırlar | museum_or_sample_code=ULCK 13792 | additional_sample_information=- | location=Ulucak Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=6800-6500 cal. BC | source_mean_years_bp=8650 | period=Aceramic Neolithic | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Ulucak Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
