species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text,chronology_dating_basis,chronology_evidence_class,chronology_precision_posture,source_native_tax_id,source_native_scientific_name,taxon_alignment_status,archive_native_experiment_id,source_native_identity_kind
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161054,SAMEA5161054,,,SAMEA5161054,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161054,ENA archive metadata identifies sample SAMEA5161054 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161055,SAMEA5161055,,,SAMEA5161055,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161055,ENA archive metadata identifies sample SAMEA5161055 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161056,SAMEA5161056,,,SAMEA5161056,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161056,ENA archive metadata identifies sample SAMEA5161056 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161057,SAMEA5161057,,,SAMEA5161057,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161057,ENA archive metadata identifies sample SAMEA5161057 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161058,SAMEA5161058,,,SAMEA5161058,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161058,ENA archive metadata identifies sample SAMEA5161058 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161059,SAMEA5161059,,,SAMEA5161059,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161059,ENA archive metadata identifies sample SAMEA5161059 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161060,SAMEA5161060,,,SAMEA5161060,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161060,ENA archive metadata identifies sample SAMEA5161060 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161061,SAMEA5161061,,,SAMEA5161061,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161061,ENA archive metadata identifies sample SAMEA5161061 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161062,SAMEA5161062,,,SAMEA5161062,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161062,ENA archive metadata identifies sample SAMEA5161062 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161063,SAMEA5161063,,,SAMEA5161063,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161063,ENA archive metadata identifies sample SAMEA5161063 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161064,SAMEA5161064,,,SAMEA5161064,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161064,ENA archive metadata identifies sample SAMEA5161064 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161065,SAMEA5161065,,,SAMEA5161065,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161065,ENA archive metadata identifies sample SAMEA5161065 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161066,SAMEA5161066,,,SAMEA5161066,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161066,ENA archive metadata identifies sample SAMEA5161066 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161067,SAMEA5161067,,,SAMEA5161067,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161067,ENA archive metadata identifies sample SAMEA5161067 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161068,SAMEA5161068,,,SAMEA5161068,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161068,ENA archive metadata identifies sample SAMEA5161068 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161069,SAMEA5161069,,,SAMEA5161069,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161069,ENA archive metadata identifies sample SAMEA5161069 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161070,SAMEA5161070,,,SAMEA5161070,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161070,ENA archive metadata identifies sample SAMEA5161070 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161071,SAMEA5161071,,,SAMEA5161071,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161071,ENA archive metadata identifies sample SAMEA5161071 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161072,SAMEA5161072,,,SAMEA5161072,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161072,ENA archive metadata identifies sample SAMEA5161072 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161073,SAMEA5161073,,,SAMEA5161073,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161073,ENA archive metadata identifies sample SAMEA5161073 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161074,SAMEA5161074,,,SAMEA5161074,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161074,ENA archive metadata identifies sample SAMEA5161074 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161075,SAMEA5161075,,,SAMEA5161075,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161075,ENA archive metadata identifies sample SAMEA5161075 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161076,SAMEA5161076,,,SAMEA5161076,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161076,ENA archive metadata identifies sample SAMEA5161076 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161077,SAMEA5161077,,,SAMEA5161077,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161077,ENA archive metadata identifies sample SAMEA5161077 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161078,SAMEA5161078,,,SAMEA5161078,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161078,ENA archive metadata identifies sample SAMEA5161078 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161079,SAMEA5161079,,,SAMEA5161079,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161079,ENA archive metadata identifies sample SAMEA5161079 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161080,SAMEA5161080,,,SAMEA5161080,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161080,ENA archive metadata identifies sample SAMEA5161080 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161081,SAMEA5161081,,,SAMEA5161081,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161081,ENA archive metadata identifies sample SAMEA5161081 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161082,SAMEA5161082,,,SAMEA5161082,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161082,ENA archive metadata identifies sample SAMEA5161082 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161083,SAMEA5161083,,,SAMEA5161083,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161083,ENA archive metadata identifies sample SAMEA5161083 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161084,SAMEA5161084,,,SAMEA5161084,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161084,ENA archive metadata identifies sample SAMEA5161084 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161085,SAMEA5161085,,,SAMEA5161085,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161085,ENA archive metadata identifies sample SAMEA5161085 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161086,SAMEA5161086,,,SAMEA5161086,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161086,ENA archive metadata identifies sample SAMEA5161086 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161087,SAMEA5161087,,,SAMEA5161087,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161087,ENA archive metadata identifies sample SAMEA5161087 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161088,SAMEA5161088,,,SAMEA5161088,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161088,ENA archive metadata identifies sample SAMEA5161088 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161089,SAMEA5161089,,,SAMEA5161089,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161089,ENA archive metadata identifies sample SAMEA5161089 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161090,SAMEA5161090,,,SAMEA5161090,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161090,ENA archive metadata identifies sample SAMEA5161090 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161091,SAMEA5161091,,,SAMEA5161091,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161091,ENA archive metadata identifies sample SAMEA5161091 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161092,SAMEA5161092,,,SAMEA5161092,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161092,ENA archive metadata identifies sample SAMEA5161092 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161093,SAMEA5161093,,,SAMEA5161093,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161093,ENA archive metadata identifies sample SAMEA5161093 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161094,SAMEA5161094,,,SAMEA5161094,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161094,ENA archive metadata identifies sample SAMEA5161094 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161095,SAMEA5161095,,,SAMEA5161095,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161095,ENA archive metadata identifies sample SAMEA5161095 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161096,SAMEA5161096,,,SAMEA5161096,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161096,ENA archive metadata identifies sample SAMEA5161096 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161097,SAMEA5161097,,,SAMEA5161097,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161097,ENA archive metadata identifies sample SAMEA5161097 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161098,SAMEA5161098,,,SAMEA5161098,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161098,ENA archive metadata identifies sample SAMEA5161098 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161099,SAMEA5161099,,,SAMEA5161099,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161099,ENA archive metadata identifies sample SAMEA5161099 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161100,SAMEA5161100,,,SAMEA5161100,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161100,ENA archive metadata identifies sample SAMEA5161100 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161101,SAMEA5161101,,,SAMEA5161101,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161101,ENA archive metadata identifies sample SAMEA5161101 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161102,SAMEA5161102,,,SAMEA5161102,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161102,ENA archive metadata identifies sample SAMEA5161102 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161103,SAMEA5161103,,,SAMEA5161103,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161103,ENA archive metadata identifies sample SAMEA5161103 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161104,SAMEA5161104,,,SAMEA5161104,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161104,ENA archive metadata identifies sample SAMEA5161104 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161105,SAMEA5161105,,,SAMEA5161105,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161105,ENA archive metadata identifies sample SAMEA5161105 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161106,SAMEA5161106,,,SAMEA5161106,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161106,ENA archive metadata identifies sample SAMEA5161106 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161107,SAMEA5161107,,,SAMEA5161107,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161107,ENA archive metadata identifies sample SAMEA5161107 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161108,SAMEA5161108,,,SAMEA5161108,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161108,ENA archive metadata identifies sample SAMEA5161108 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161109,SAMEA5161109,,,SAMEA5161109,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161109,ENA archive metadata identifies sample SAMEA5161109 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161110,SAMEA5161110,,,SAMEA5161110,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161110,ENA archive metadata identifies sample SAMEA5161110 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161111,SAMEA5161111,,,SAMEA5161111,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161111,ENA archive metadata identifies sample SAMEA5161111 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161112,SAMEA5161112,,,SAMEA5161112,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161112,ENA archive metadata identifies sample SAMEA5161112 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161113,SAMEA5161113,,,SAMEA5161113,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161113,ENA archive metadata identifies sample SAMEA5161113 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161114,SAMEA5161114,,,SAMEA5161114,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161114,ENA archive metadata identifies sample SAMEA5161114 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161115,SAMEA5161115,,,SAMEA5161115,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161115,ENA archive metadata identifies sample SAMEA5161115 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161116,SAMEA5161116,,,SAMEA5161116,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161116,ENA archive metadata identifies sample SAMEA5161116 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161117,SAMEA5161117,,,SAMEA5161117,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161117,ENA archive metadata identifies sample SAMEA5161117 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161118,SAMEA5161118,,,SAMEA5161118,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161118,ENA archive metadata identifies sample SAMEA5161118 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161119,SAMEA5161119,,,SAMEA5161119,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161119,ENA archive metadata identifies sample SAMEA5161119 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161120,SAMEA5161120,,,SAMEA5161120,archive_project_sample_accession_anchor,archive_native,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html,sample_accession:SAMEA5161120,ENA archive metadata identifies sample SAMEA5161120 as Sus scrofa (tax_id 9823).,final,,,,,,,,,,9823,Sus scrofa,project_species_mismatch,,biological_sample_accession
